Sample,X,Y,Z
308,-0.9768,-0.0024,-0.0095
309,-0.9758,0.0081,0.0000
310,-0.9866,0.0193,-0.0164
311,-1.0334,0.0366,0.0095
312,-1.0562,0.0398,0.0183
313,-1.0054,0.0063,-0.0347
314,-0.9634,-0.0125,-0.0447
315,-0.9702,0.0037,-0.0107
316,-0.9614,0.0339,-0.0293
317,-0.9905,0.0432,-0.0308
318,-1.0364,0.0229,0.0293
319,-1.0315,0.0076,-0.0029
320,-0.9875,0.0225,-0.0520
321,-0.9839,0.0295,-0.0139
322,-0.9888,0.0071,0.0090
323,-1.0229,0.0061,0.0273
324,-1.0239,0.0020,-0.0154
325,-1.0020,0.0105,-0.0168
326,-0.9944,0.0327,0.0005
327,-0.9749,0.0356,-0.0422
328,-0.9895,0.0164,-0.0474
329,-1.0090,0.0076,0.0081
330,-1.0051,0.0056,-0.0208
331,-0.9858,-0.0039,-0.0510
332,-0.9973,0.0073,-0.0051
333,-1.0037,0.0364,0.0000
334,-1.0044,0.0417,-0.0327
335,-1.0110,0.0190,0.0215
336,-1.0227,-0.0073,0.0288
337,-1.0042,-0.0151,-0.0378
338,-0.9856,0.0098,-0.0181
339,-0.9934,0.0420,0.0127
340,-0.9661,0.0405,-0.0498
341,-0.9771,0.0068,-0.0339
342,-1.0144,-0.0068,0.0186
343,-1.0044,-0.0039,-0.0188
344,-0.9771,0.0149,-0.0342
345,-0.9846,0.0269,-0.0085
346,-0.9761,0.0364,-0.0227
347,-0.9797,0.0476,-0.0103
348,-1.0183,0.0391,0.0347
349,-1.0295,-0.0002,0.0110
350,-1.0149,-0.0315,-0.0198
351,-0.9954,-0.0117,-0.0173
352,-0.9722,0.0383,-0.0315
353,-0.9670,0.0640,-0.0454
354,-0.9944,0.0273,-0.0200
355,-1.0120,-0.0095,-0.0129
356,-1.0073,-0.0063,-0.0366
357,-0.9951,0.0107,-0.0376
358,-0.9993,0.0242,-0.0139
359,-1.0042,0.0276,-0.0186
360,-0.9976,0.0159,-0.0288
361,-1.0122,0.0115,0.0193
362,-1.0239,0.0044,0.0166
363,-1.0100,-0.0186,-0.0361
364,-1.0061,-0.0010,0.0051
365,-0.9963,0.0408,0.0061
366,-0.9680,0.0415,-0.0623
367,-0.9856,0.0247,-0.0007
368,-1.0100,0.0012,0.0310
369,-0.9768,-0.0146,-0.0476
370,-0.9702,0.0054,-0.0376
371,-1.0071,0.0227,0.0264
372,-0.9905,0.0195,-0.0225
373,-0.9858,0.0188,-0.0166
374,-1.0188,0.0144,0.0510
375,-1.0112,0.0085,-0.0039
376,-0.9956,0.0088,-0.0391
377,-0.9958,0.0242,0.0115
378,-0.9719,0.0320,-0.0288
379,-0.9631,0.0312,-0.0623
380,-1.0110,0.0234,0.0151
381,-1.0139,0.0010,0.0039
382,-0.9827,-0.0146,-0.0693
383,-0.9897,0.0073,-0.0237
384,-1.0022,0.0486,-0.0017
385,-0.9883,0.0520,-0.0266
386,-0.9956,0.0288,-0.0012
387,-1.0266,0.0183,0.0361
388,-1.0295,0.0002,-0.0034
389,-1.0132,-0.0017,-0.0208
390,-0.9963,0.0244,0.0068
391,-0.9741,0.0276,-0.0227
392,-0.9583,0.0088,-0.0444
393,-0.9858,0.0005,0.0081
394,-1.0081,0.0037,0.0020
395,-0.9927,0.0110,-0.0464
396,-0.9976,0.0256,-0.0166
397,-1.0090,0.0349,-0.0073
398,-0.9885,0.0144,-0.0330
399,-0.9976,0.0093,0.0061
400,-1.0298,0.0105,0.0227
401,-1.0210,0.0022,-0.0159
402,-1.0083,0.0029,-0.0171
403,-1.0044,0.0156,-0.0027
404,-0.9768,0.0112,-0.0354
405,-0.9788,0.0127,-0.0344
406,-0.9934,0.0212,0.0115
407,-1.0044,0.0110,-0.0068
408,-0.9961,0.0020,-0.0374
409,-0.9858,0.0244,-0.0085
410,-0.9895,0.0391,-0.0005
411,-0.9861,0.0212,-0.0166
412,-1.0015,-0.0007,0.0310
413,-1.0198,-0.0049,0.0349
414,-1.0093,0.0076,-0.0312
415,-1.0024,0.0295,-0.0059
416,-0.9846,0.0466,0.0090
417,-0.9553,0.0310,-0.0552
418,-0.9641,0.0164,-0.0349
419,-1.0100,0.0298,0.0259
420,-1.0032,0.0342,-0.0212
421,-0.9866,0.0103,-0.0605
422,-1.0012,0.0012,-0.0042
423,-0.9980,0.0142,-0.0168
424,-0.9800,0.0149,-0.0481
425,-1.0044,0.0322,0.0200
426,-1.0347,0.0386,0.0278
427,-1.0188,0.0271,-0.0322
428,-0.9963,0.0142,-0.0098
429,-0.9983,0.0125,-0.0005
430,-0.9771,-0.0010,-0.0376
431,-0.9729,-0.0059,-0.0149
432,-0.9800,0.0024,0.0098
433,-0.9829,0.0071,-0.0261
434,-1.0012,-0.0066,-0.0149
435,-1.0073,0.0115,0.0059
436,-0.9868,0.0447,-0.0232
437,-0.9819,0.0383,-0.0149
438,-1.0144,0.0178,0.0364
439,-1.0210,-0.0042,0.0085
440,-1.0129,-0.0073,-0.0293
441,-1.0061,0.0188,0.0024
442,-0.9866,0.0486,-0.0098
443,-0.9741,0.0217,-0.0476
444,-0.9856,-0.0059,-0.0166
445,-1.0081,0.0134,0.0051
446,-1.0151,0.0244,-0.0393
447,-1.0093,0.0168,-0.0396
448,-0.9985,0.0127,-0.0117
449,-0.9788,0.0242,-0.0264
450,-0.9807,0.0337,-0.0134
451,-1.0190,0.0203,0.0334
452,-1.0354,0.0093,0.0042
453,-1.0132,0.0076,-0.0376
454,-0.9944,0.0176,0.0027
455,-0.9849,0.0330,0.0020
456,-0.9709,0.0168,-0.0352
457,-0.9810,0.0085,-0.0107
458,-1.0056,0.0083,0.0137
459,-0.9966,0.0005,-0.0327
460,-0.9829,0.0112,-0.0291
461,-0.9873,0.0439,0.0107
462,-0.9875,0.0447,-0.0090
463,-0.9897,0.0095,-0.0120
464,-1.0046,-0.0010,0.0239
465,-1.0200,0.0071,-0.0017
466,-1.0012,0.0010,-0.0200
467,-0.9976,0.0044,0.0078
468,-0.9846,0.0117,-0.0249
469,-0.9729,0.0134,-0.0476
470,-0.9973,0.0242,-0.0002
471,-1.0120,0.0244,0.0002
472,-1.0015,0.0056,-0.0461
473,-1.0005,0.0046,-0.0254
474,-1.0051,0.0325,0.0046
475,-0.9829,0.0432,-0.0322
476,-0.9885,0.0127,-0.0144
477,-1.0217,-0.0164,0.0310
478,-1.0188,-0.0061,-0.0110
479,-0.9915,0.0276,-0.0425
480,-0.9993,0.0439,0.0168
481,-0.9868,0.0269,0.0024
482,-0.9592,-0.0024,-0.0596
483,-0.9934,-0.0034,-0.0061
484,-1.0305,0.0098,0.0212
485,-0.9993,0.0212,-0.0530
486,-0.9753,0.0356,-0.0376
487,-0.9897,0.0410,-0.0034
488,-0.9829,0.0247,-0.0337
489,-0.9905,0.0164,-0.0066
490,-1.0308,0.0098,0.0369
491,-1.0229,-0.0139,-0.0320
492,-0.9956,-0.0088,-0.0371
493,-1.0007,0.0457,0.0132
494,-0.9868,0.0469,-0.0298
495,-0.9731,0.0022,-0.0332
496,-0.9983,0.0046,0.0132
497,-0.9956,0.0210,-0.0217
498,-0.9927,0.0098,-0.0359
499,-0.9995,-0.0068,0.0005
500,-0.9751,-0.0029,-0.0288
501,-0.9651,0.0203,-0.0398
502,-0.9956,0.0452,0.0283
503,-1.0200,0.0303,0.0352
504,-1.0122,-0.0244,-0.0298
505,-1.0032,-0.0332,-0.0234
506,-0.9915,0.0391,-0.0039
507,-0.9661,0.0786,-0.0356
508,-0.9702,0.0188,-0.0339
509,-1.0054,-0.0295,0.0093
510,-1.0112,0.0061,-0.0195
511,-1.0042,0.0503,-0.0544
512,-1.0112,0.0359,-0.0037
513,-1.0034,0.0046,-0.0032
514,-0.9810,0.0015,-0.0479
515,-1.0051,0.0276,0.0000
516,-1.0405,0.0388,0.0259
517,-1.0181,0.0142,-0.0300
518,-0.9915,-0.0059,-0.0208
519,-0.9846,-0.0044,-0.0071
520,-0.9709,0.0142,-0.0276
521,-0.9751,0.0327,-0.0059
