Sample,X,Y,Z
570,-0.9985,0.0295,-0.0566
571,-0.9663,-0.0537,-0.0232
572,-0.9524,-0.0591,0.0237
573,-0.9272,0.0239,-0.0073
574,-0.9690,0.0774,-0.0054
575,-1.0012,0.1375,0.0051
576,-1.0032,0.1646,-0.0144
577,-1.0325,0.0342,0.0383
578,-1.0042,-0.1248,0.0796
579,-0.9458,-0.1831,0.0044
580,-0.9829,-0.1663,0.0159
581,-1.0393,-0.0662,0.0332
582,-1.0171,0.1060,-0.0437
583,-1.0413,0.1138,-0.0225
584,-1.0667,0.0398,0.0327
585,-0.9614,0.0598,-0.0320
586,-0.9104,0.0732,-0.0652
587,-0.9995,0.0300,-0.0029
588,-0.9856,0.0496,-0.0476
589,-0.9690,0.0676,-0.0908
590,-1.0073,-0.0325,-0.0076
591,-1.0168,-0.0854,-0.0063
592,-0.9541,-0.0601,-0.0562
593,-1.0051,-0.0549,-0.0276
594,-1.0366,0.0186,-0.0286
595,-1.0081,0.2004,-0.0649
596,-1.0161,0.2109,-0.0383
597,-1.0466,0.0779,0.0120
598,-1.0071,0.0159,0.0012
599,-1.0032,0.0149,0.0073
600,-0.9954,0.0447,0.0127
601,-0.9492,0.1460,-0.0352
602,-0.9319,0.1438,-0.0303
603,-0.9753,-0.0525,0.0193
604,-0.9556,-0.2039,-0.0310
605,-0.9905,-0.2075,0.0193
606,-1.0500,-0.1355,0.0437
607,-1.0100,0.0110,-0.0364
608,-0.9653,0.0769,-0.0442
609,-1.0015,-0.0461,0.0247
610,-1.0024,-0.0940,0.0273
611,-0.9966,-0.0027,0.0225
612,-1.0344,0.0378,0.0823
613,-1.0481,0.0342,0.0181
614,-0.9343,0.1670,-0.0557
615,-0.9053,0.1934,-0.0347
616,-0.9858,0.0027,0.0127
617,-1.0347,-0.1545,0.0396
618,-1.0063,-0.1973,-0.0176
619,-1.0579,-0.1287,-0.0583
620,-1.0686,0.0532,-0.0676
621,-1.0415,0.1870,-0.0710
622,-1.0071,0.0986,-0.0603
623,-0.9868,0.0291,-0.0366
624,-0.9722,0.0884,-0.0244
625,-1.0024,0.0989,-0.0273
626,-1.0405,0.1091,-0.0303
627,-1.0112,0.1775,-0.0193
628,-0.9573,0.1287,-0.0410
629,-0.9067,-0.0425,-0.0322
630,-0.9172,-0.1284,0.0005
631,-0.9700,-0.0891,0.0286
632,-1.0605,-0.0339,-0.0220
633,-1.0598,0.0635,-0.0110
634,-1.0415,0.1174,0.0088
635,-0.9897,-0.0154,0.0024
636,-0.9397,-0.0862,0.0432
637,-0.9624,-0.0110,0.0620
638,-0.9807,0.0051,0.0181
639,-1.0171,0.0183,0.0168
640,-1.0120,0.0889,0.0295
641,-0.9534,0.0117,-0.0068
642,-0.9380,-0.1248,0.0125
643,-0.9475,-0.1399,0.0415
644,-0.9761,-0.1091,0.0039
645,-1.0491,-0.0679,-0.0305
646,-1.0833,0.0623,-0.0454
647,-1.1106,0.1086,-0.0049
648,-1.0471,0.0120,-0.0068
649,-0.9448,-0.0251,-0.0386
650,-0.9426,0.0146,-0.0244
651,-0.9915,0.0476,-0.0491
652,-0.9995,0.1821,-0.0713
653,-1.0015,0.2766,-0.0581
654,-1.0190,0.1294,-0.0356
655,-1.0112,-0.0784,-0.0242
656,-0.9700,-0.1304,-0.0173
657,-0.9731,-0.0793,-0.0369
658,-1.0269,-0.0068,-0.0781
659,-1.0598,0.1301,-0.0586
660,-1.0715,0.1589,-0.0100
661,-1.0432,0.0552,-0.0149
662,-0.9983,-0.0100,-0.0220
663,-0.9221,-0.0120,0.0083
664,-0.9485,-0.0059,-0.0276
665,-0.9436,0.0833,-0.0369
666,-0.9446,0.1064,0.0007
667,-0.9937,-0.0315,0.0176
668,-0.9497,-0.1724,0.0156
669,-0.9390,-0.1746,0.0515
670,-1.0037,-0.1284,0.0544
671,-1.0237,-0.0486,0.0110
672,-1.0071,0.0981,0.0190
673,-1.0100,0.1094,0.0266
674,-1.0142,0.0156,0.0352
675,-1.0122,-0.0137,0.0566
676,-1.0149,-0.0129,0.0596
677,-0.9976,0.0061,0.0076
678,-0.9658,0.0825,-0.0195
679,-0.9736,0.1152,-0.0327
680,-0.9553,-0.0105,-0.0388
681,-0.9438,-0.0933,-0.0298
682,-0.9624,-0.0808,-0.0298
683,-1.0356,-0.0815,-0.0535
684,-1.0923,0.0017,-0.0603
685,-1.0483,0.1687,-0.0618
686,-0.9868,0.1631,-0.1035
687,-1.0120,0.0752,-0.0442
688,-1.0073,0.0718,0.0029
689,-1.0210,0.0786,-0.0325
690,-1.0474,0.0784,-0.0291
691,-1.0151,0.1973,-0.0203
692,-0.9358,0.2258,-0.0903
693,-0.9211,0.0227,-0.0601
694,-0.9390,-0.1348,-0.0085
695,-0.9006,-0.1836,-0.0527
696,-1.0403,-0.1587,-0.0132
697,-1.0942,-0.0234,0.0156
698,-1.0178,0.0857,-0.0681
699,-1.0132,0.0085,-0.0300
700,-1.0063,-0.0503,0.0640
701,-0.9771,0.0154,0.0212
702,-1.0103,0.0417,0.0588
703,-1.0483,0.0273,0.0886
704,-0.9868,0.0535,0.0146
705,-0.9680,0.0254,0.0381
706,-0.9805,-0.0833,0.1016
707,-0.9146,-0.1648,0.0442
708,-0.9114,-0.2021,0.0076
709,-1.0073,-0.1633,0.0134
710,-1.0198,0.0312,-0.0505
711,-1.0200,0.1772,-0.0793
712,-1.0627,0.0642,0.0056
713,-1.0386,-0.0635,0.0066
714,-0.9653,-0.0332,-0.0581
715,-1.0210,0.0286,0.0049
716,-1.0337,0.0803,-0.0071
717,-0.9614,0.2102,-0.0969
718,-0.9709,0.1709,-0.0420
719,-1.0208,0.0068,0.0066
720,-0.9504,-0.0376,-0.0698
721,-0.9553,0.0286,-0.0454
722,-1.0200,0.0762,-0.0356
723,-1.0295,0.1416,-0.1062
724,-1.0610,0.1558,-0.0852
725,-1.0562,0.0457,-0.0408
726,-0.9788,0.0066,-0.0425
727,-0.9858,0.0298,-0.0320
728,-1.0173,-0.0132,0.0002
729,-0.9973,0.0198,-0.0276
730,-0.9417,0.1560,-0.0271
731,-0.9438,0.0854,-0.0017
732,-0.9768,-0.0942,0.0205
733,-0.9780,-0.1726,0.0559
734,-0.9827,-0.1465,0.0476
735,-1.0298,-0.0857,-0.0176
