Sample,X,Y,Z
312,-0.9426,-0.2056,-0.1399
313,-1.0210,-0.1438,0.0437
314,-1.0325,-0.0105,0.0061
315,-0.9465,0.1790,-0.0945
316,-0.9585,0.2170,0.0564
317,-0.9778,0.1133,0.0681
318,-0.9849,0.0881,-0.0359
319,-0.9702,0.1062,0.0171
320,-1.0503,0.0593,0.0574
321,-1.0413,0.0845,-0.0635
322,-1.0256,0.1990,-0.0200
323,-1.0474,0.0269,-0.0425
324,-1.0159,-0.0696,-0.0642
325,-1.0132,-0.1211,-0.0132
326,-0.9749,-0.1296,-0.0403
327,-0.9417,-0.0271,-0.0935
328,-0.9927,0.0105,0.0217
329,-1.0015,-0.0676,0.0437
330,-0.9602,-0.0698,-0.0620
331,-1.0344,0.0146,0.0303
332,-1.0659,0.0874,0.0598
333,-0.9897,0.2087,-0.0750
334,-0.9722,0.2573,-0.0322
335,-1.0269,0.1125,0.0479
336,-0.9797,-0.0757,-0.0154
337,-0.9604,-0.1758,0.0007
338,-1.0100,-0.2410,0.0583
339,-0.9885,-0.2048,0.0056
340,-0.9680,-0.0154,-0.0159
341,-0.9795,0.0811,0.0139
342,-0.9797,0.0305,0.0051
343,-0.9680,0.0396,-0.0303
344,-0.9575,0.1191,-0.0066
345,-1.0266,0.1243,-0.0078
346,-1.0354,0.1423,-0.0337
347,-1.0386,0.1692,-0.0107
348,-0.9719,0.0674,-0.0513
349,-0.9653,-0.0718,-0.0635
350,-0.9976,-0.1526,0.0146
351,-1.0083,-0.1621,-0.0176
352,-0.9702,-0.0725,-0.0518
353,-0.9875,0.0935,-0.0076
354,-0.9800,0.1182,-0.0254
355,-0.9817,0.0732,-0.0359
356,-0.9924,0.1052,0.0349
357,-1.0298,0.1204,-0.0042
358,-1.0698,0.1035,0.0203
359,-1.0325,0.1638,0.0317
360,-0.9329,0.1863,-0.0818
361,-1.0024,0.0344,-0.0295
362,-1.0442,-0.1299,0.0435
363,-0.9778,-0.1785,-0.0520
364,-0.9895,-0.1636,-0.0303
365,-0.9946,-0.0540,0.0020
366,-0.9429,0.0518,-0.0754
367,-0.9778,0.0020,-0.0034
368,-1.0315,-0.0784,0.0288
369,-1.0063,-0.0532,-0.0220
370,-1.0110,0.0293,0.0298
371,-1.0442,0.1006,0.0403
372,-0.9856,0.1929,-0.0491
373,-0.9797,0.1511,-0.0181
374,-1.0454,-0.0481,0.0513
375,-0.9985,-0.1907,0.0215
376,-0.9839,-0.2424,0.0076
377,-1.0034,-0.2239,0.0068
378,-0.9683,-0.0947,-0.0500
379,-0.9465,0.0566,-0.0466
380,-1.0120,0.0500,0.0400
381,-1.0112,0.0222,-0.0107
382,-0.9751,0.0981,-0.0349
383,-1.0364,0.1416,0.0498
384,-1.0325,0.1738,-0.0164
385,-0.9504,0.2546,-0.0959
386,-0.9939,0.2346,0.0132
387,-1.0510,0.0251,0.0291
388,-0.9878,-0.1370,-0.0813
389,-1.0178,-0.1475,-0.0342
390,-1.0305,-0.0867,-0.0061
391,-0.9585,0.0249,-0.0945
392,-0.9585,0.1235,-0.0339
393,-0.9771,0.0713,0.0015
394,-0.9741,0.0232,-0.0425
395,-1.0051,0.0664,0.0095
396,-1.0208,0.1116,0.0007
397,-0.9739,0.1296,-0.0515
398,-1.0012,0.1687,0.0098
399,-0.9956,0.0703,0.0410
400,-0.9478,-0.1082,-0.0376
401,-0.9866,-0.1997,0.0320
402,-1.0247,-0.2256,0.0471
403,-0.9895,-0.1921,-0.0315
404,-0.9927,-0.0283,0.0178
405,-0.9641,0.1025,0.0486
406,-0.9622,0.0361,0.0068
407,-1.0413,-0.0110,0.0273
408,-1.0452,0.0269,0.0474
409,-1.0364,0.0452,0.0178
410,-1.0051,0.1069,-0.0098
411,-0.9553,0.1960,-0.0405
412,-0.9583,0.1445,-0.0330
413,-1.0237,-0.0291,0.0110
414,-1.0139,-0.1660,-0.0393
415,-1.0093,-0.2385,-0.0723
416,-1.0601,-0.1868,-0.0229
417,-1.0022,0.0105,-0.0618
418,-0.9651,0.1089,-0.0818
419,-0.9937,0.0198,-0.0269
420,-1.0063,0.0239,-0.0212
421,-0.9751,0.1677,-0.0483
422,-1.0413,0.2532,0.0100
423,-1.0493,0.2434,-0.0142
424,-0.9651,0.2644,-0.0447
425,-0.9365,0.1760,-0.0312
426,-0.9871,-0.0237,-0.0007
427,-1.0227,-0.1831,0.0312
428,-1.0308,-0.2620,0.0046
429,-0.9719,-0.2192,-0.0452
430,-0.9475,-0.0227,-0.0305
431,-0.9368,0.0759,0.0063
432,-0.9763,-0.0125,0.0181
433,-0.9912,-0.0396,0.0232
434,-1.0295,0.0356,0.0256
435,-1.0493,0.0776,0.0291
436,-0.9937,0.1233,0.0183
437,-0.9211,0.1199,-0.0413
438,-0.9495,-0.0444,0.0071
439,-0.9954,-0.1738,0.0730
440,-1.0054,-0.1731,0.0112
441,-1.0256,-0.1702,0.0061
442,-1.0815,-0.1155,0.0317
443,-0.9604,0.0425,-0.0942
444,-0.9302,0.1101,-0.0752
445,-1.0393,0.0769,0.0696
446,-1.0376,0.0828,0.0024
447,-0.9805,0.1128,-0.0540
448,-1.0627,0.1035,0.0056
449,-0.9897,0.1787,-0.0557
450,-0.9631,0.2080,-0.0916
451,-0.9419,0.0569,-0.0173
452,-1.0364,-0.1201,-0.0120
453,-1.0493,-0.1555,-0.0298
454,-1.0569,-0.1487,-0.0098
455,-1.0376,-0.0566,-0.0586
456,-0.9670,0.1160,-0.0830
457,-0.9622,0.1453,-0.0305
458,-0.9966,0.0522,-0.0364
459,-0.9624,0.0664,-0.0466
460,-1.0503,0.1411,0.0227
461,-1.0513,0.1475,0.0208
462,-0.9675,0.1670,-0.0374
463,-0.9419,0.1289,0.0012
464,-0.9583,-0.0293,0.0244
465,-0.9543,-0.1621,-0.0076
466,-1.0288,-0.2112,0.0493
467,-1.0483,-0.2178,0.0496
468,-0.9758,-0.1440,-0.0452
469,-0.9575,-0.0183,-0.0029
470,-0.9614,-0.0503,0.0603
471,-0.9399,-0.1450,0.0017
472,-0.9897,-0.0842,-0.0012
473,-1.0569,0.0710,0.0576
474,-1.0295,0.1543,-0.0017
475,-0.9746,0.2251,-0.0327
476,-0.9458,0.1907,0.0217
477,-0.9546,0.0305,0.0137
478,-0.9946,-0.0935,0.0120
479,-1.0952,-0.1589,0.0369
480,-1.1458,-0.2061,-0.0156
481,-1.0747,-0.1025,-0.0579
482,-0.9771,0.0583,-0.0635
483,-0.9221,0.0264,-0.0759
484,-0.9380,0.0088,-0.0732
485,-0.9583,0.1533,-0.0464
486,-1.0339,0.2502,-0.0608
487,-1.0894,0.2549,-0.0435
488,-1.0208,0.3025,-0.0654
489,-0.9321,0.2417,-0.0762
490,-0.9380,0.0535,0.0007
491,-0.9631,-0.1375,-0.0029
492,-1.0229,-0.2375,-0.0149
493,-1.1018,-0.2178,0.0190
494,-1.0598,-0.0186,-0.0042
495,-0.9727,0.1187,-0.0537
496,-0.9224,0.0271,-0.0061
497,-0.8892,-0.0225,0.0137
498,-0.9370,0.0693,-0.0208
499,-1.0327,0.1135,0.0205
500,-1.0725,0.0894,0.0339
501,-1.0159,0.0864,-0.0249
502,-0.9468,-0.0125,0.0242
503,-0.9409,-0.1753,0.0664
504,-0.9243,-0.2451,0.0398
505,-1.0234,-0.2708,0.0376
506,-1.0796,-0.2354,0.0442
507,-1.0520,-0.0317,-0.0295
508,-0.9963,0.1318,-0.0237
509,-0.9790,0.0815,0.0200
510,-0.9204,0.0393,-0.0229
511,-0.9543,0.1025,-0.0386
512,-1.0725,0.1428,0.0144
513,-1.0845,0.2104,-0.0327
514,-0.9749,0.2922,-0.0891
515,-0.9690,0.1814,-0.0237
516,-0.9495,-0.0701,-0.0212
517,-0.9436,-0.1863,-0.0554
518,-1.0415,-0.1545,-0.0171
519,-1.0881,-0.0620,-0.0403
520,-1.0569,0.1267,-0.1042
521,-1.0002,0.1990,-0.0564
522,-0.9624,0.0559,-0.0371
523,-0.9185,-0.0154,-0.0557
524,-0.9360,0.0684,-0.0144
525,-1.0229,0.1064,-0.0176
526,-1.0432,0.1191,-0.0513
527,-1.0022,0.1355,-0.0171
528,-0.9583,-0.0105,-0.0093
529,-0.9465,-0.1729,0.0269
530,-0.9700,-0.2241,0.0781
531,-1.0286,-0.2275,0.0361
532,-1.0579,-0.1250,-0.0066
533,-1.0947,0.1003,0.0361
534,-1.0706,0.1707,0.0374
535,-0.9768,0.0496,0.0371
536,-0.9116,-0.0203,0.0662
537,-0.9209,0.0061,-0.0146
538,-1.0149,0.0312,-0.0090
539,-1.0852,0.1152,0.0347
540,-0.9929,0.1521,-0.0657
541,-0.9641,-0.0276,-0.0510
542,-0.9800,-0.1621,0.0237
543,-0.9126,-0.1482,-0.0486
544,-0.9773,-0.1013,-0.0535
545,-1.1135,-0.0164,-0.0244
546,-1.0862,0.0999,-0.0815
547,-1.0530,0.0640,-0.0610
548,-1.0110,0.0046,-0.0051
549,-0.9175,0.0540,-0.0366
550,-0.9106,0.1414,-0.0361
551,-0.9993,0.1843,-0.0100
552,-0.9819,0.2598,-0.0840
553,-0.9690,0.3005,-0.0608
554,-1.0344,0.1440,0.0583
555,-0.9622,-0.0420,0.0032
556,-0.9514,-0.1572,-0.0286
557,-1.0315,-0.2080,0.0557
558,-1.0366,-0.0837,-0.0320
559,-0.9788,0.0754,-0.0759
560,-1.0608,-0.0203,0.0183
561,-1.0044,-0.1506,0.0039
562,-0.8882,-0.0847,-0.0256
563,-0.9456,0.0139,0.0249
564,-1.0198,0.0662,0.0171
565,-1.0024,0.1438,-0.0249
566,-1.0034,0.1313,0.0129
567,-1.0249,-0.0447,0.0344
568,-1.0081,-0.1694,0.0110
569,-0.9673,-0.1792,0.0325
570,-1.0103,-0.1748,0.0171
571,-1.0364,-0.0723,-0.0393
572,-1.0715,0.0732,-0.0107
573,-1.0464,0.0669,0.0002
574,-1.0188,0.0349,-0.0339
575,-0.9797,0.0696,-0.0027
576,-0.9778,0.0740,-0.0269
577,-0.9788,0.0708,-0.0698
578,-0.9683,0.1411,-0.0576
579,-0.9937,0.1106,-0.0457
580,-1.0396,-0.0396,-0.0312
581,-0.9885,-0.0933,-0.0181
582,-0.9497,-0.0627,-0.0515
583,-0.9966,-0.0256,-0.0486
584,-1.0356,0.1106,-0.0139
585,-1.0015,0.2190,-0.0466
586,-1.0264,0.1223,-0.0471
587,-1.0161,0.0205,0.0239
588,-0.9758,0.0603,0.0071
589,-0.9790,0.0874,-0.0168
590,-0.9963,0.0901,0.0220
591,-0.9292,0.1577,-0.0271
592,-0.9204,0.1099,-0.0613
593,-0.9670,-0.0640,0.0566
594,-1.0090,-0.1836,0.0383
595,-0.9768,-0.2026,0.0024
596,-0.9976,-0.1340,0.0237
597,-0.9885,0.0298,-0.0168
598,-0.9673,0.0806,-0.0366
599,-1.0190,-0.0322,0.0559
600,-0.9917,-0.0415,0.0420
601,-0.9946,0.0261,0.0078
602,-1.0413,0.0183,0.0469
603,-1.0190,0.0430,-0.0249
604,-0.9543,0.1428,-0.0637
605,-0.9944,0.1055,0.0063
606,-0.9944,-0.0256,0.0149
607,-1.0083,-0.1462,-0.0381
608,-1.0435,-0.2041,-0.0242
609,-1.0806,-0.1003,-0.0474
610,-1.0803,0.1035,-0.0950
611,-1.0425,0.1411,-0.0676
612,-1.0073,0.0430,-0.0593
613,-0.9465,0.0518,-0.0476
614,-1.0054,0.1177,-0.0100
615,-1.0696,0.0876,-0.0076
616,-1.0112,0.1067,-0.0613
617,-0.9592,0.1575,-0.0388
618,-0.9556,0.0410,-0.0078
619,-0.9419,-0.1116,-0.0310
620,-0.9202,-0.1362,0.0034
621,-0.9937,-0.1152,0.0127
622,-1.0728,-0.0623,-0.0388
623,-1.0776,0.0791,-0.0015
624,-1.0422,0.0891,0.0339
625,-0.9534,-0.0320,-0.0054
626,-0.9458,-0.0542,0.0554
627,-0.9761,-0.0188,0.0759
628,-0.9700,-0.0120,0.0063
629,-0.9653,0.0876,-0.0149
630,-0.9651,0.1580,0.0232
631,-0.9290,0.0234,0.0261
632,-0.9243,-0.1252,0.0466
633,-0.9653,-0.1633,0.0496
634,-1.0032,-0.1440,0.0073
635,-1.0774,-0.0269,-0.0339
636,-1.0659,0.1111,-0.0276
637,-1.0588,0.0583,-0.0222
638,-1.0344,-0.0330,0.0007
639,-0.9380,0.0271,-0.0059
640,-0.9634,0.0981,-0.0176
641,-1.0442,0.1052,-0.0310
642,-1.0278,0.1655,-0.0630
643,-0.9973,0.1875,-0.0647
644,-1.0181,0.0452,-0.0227
645,-0.9800,-0.0481,-0.0398
646,-0.9126,-0.0513,-0.0598
647,-0.9973,-0.0564,-0.0530
648,-1.0471,0.0139,-0.0623
649,-1.0571,0.1406,-0.0698
650,-1.0757,0.1099,-0.0371
651,-1.0364,0.0339,-0.0103
652,-0.9680,0.0635,-0.0002
653,-0.9622,0.0586,-0.0190
654,-0.9897,-0.0024,-0.0107
655,-0.9495,0.0811,-0.0110
656,-0.9634,0.0698,-0.0210
657,-1.0071,-0.1025,0.0354
658,-0.9634,-0.2058,0.0422
659,-0.9250,-0.1685,0.0088
660,-0.9768,-0.1042,0.0305
661,-1.0083,0.0293,0.0278
662,-0.9761,0.1299,-0.0081
663,-1.0051,0.0349,0.0225
664,-1.0483,-0.0696,0.0930
665,-1.0220,-0.0371,0.0479
666,-1.0364,-0.0154,0.0396
667,-1.0337,-0.0132,0.0535
668,-0.9456,0.0730,-0.0464
669,-0.9033,0.0474,-0.0623
670,-0.9878,-0.0791,0.0208
671,-0.9771,-0.1233,-0.0010
672,-0.9702,-0.0947,-0.0598
673,-1.0454,-0.0645,-0.0159
674,-1.0581,0.0735,-0.0540
675,-1.0063,0.2126,-0.1108
676,-1.0171,0.1477,-0.0327
677,-0.9985,0.0679,-0.0198
678,-0.9888,0.0903,-0.0481
679,-1.0210,0.0708,-0.0249
680,-1.0581,0.0957,-0.0569
681,-0.9729,0.2185,-0.0764
682,-0.9741,0.1506,-0.0251
683,-1.0061,-0.0522,0.0012
684,-0.9573,-0.1392,-0.0237
685,-0.9192,-0.1008,-0.0352
686,-1.0474,-0.0215,-0.0256
687,-1.0764,0.0864,-0.0615
688,-1.0425,0.1016,-0.0496
689,-1.0298,-0.0144,0.0303
690,-0.9358,-0.0759,0.0244
691,-0.9419,-0.0183,0.0286
692,-1.0110,0.0312,0.0850
693,-1.0081,0.0876,0.0364
694,-0.9761,0.1326,0.0237
695,-1.0090,0.0193,0.0664
696,-0.9556,-0.1387,0.0518
697,-0.9233,-0.1741,0.0337
698,-0.9690,-0.1609,0.0474
699,-1.0139,-0.1338,-0.0239
700,-1.0188,-0.0027,-0.0693
701,-1.0269,0.0466,-0.0259
702,-1.0579,-0.0198,-0.0029
703,-1.0024,-0.0308,0.0037
704,-0.9895,0.0117,0.0002
705,-0.9954,0.0569,-0.0151
706,-0.9585,0.1943,-0.0618
707,-0.9583,0.2898,-0.0481
708,-1.0005,0.1218,0.0073
709,-0.9963,-0.0571,0.0088
710,-0.9563,-0.0732,-0.0461
711,-0.9927,-0.0396,-0.0327
712,-1.0571,0.0352,-0.0518
713,-1.0200,0.1621,-0.1040
714,-1.0286,0.1257,-0.0901
715,-1.0803,-0.0249,-0.0413
716,-0.9966,-0.0381,-0.0405
717,-0.9680,0.0322,-0.0281
718,-1.0393,0.0469,-0.0181
719,-0.9866,0.0847,-0.0422
720,-0.9517,0.0925,-0.0242
